sensorid,epoch_utc,local_date_time,temperatur,relative_luftfeuchtigkeit
08:44,1688583600,20230705170000,21.0,68.2
08:44,1688587200,20230705180000,19.6,73.9
08:44,1688590800,20230705190000,19.2,78.9
08:44,1688594400,20230705200000,19.3,81.8
08:44,1688598000,20230705210000,18.1,87.9
08:44,1688601600,20230705220000,16.9,88.3
08:44,1688605200,20230705230000,16.0,88.3
08:44,1688608800,20230706000000,15.1,88.8
08:44,1688612400,20230706010000,14.7,89.8
08:44,1688616000,20230706020000,14.6,88.6
08:44,1688619600,20230706030000,14.2,88.9
08:44,1688623200,20230706040000,14.0,88.7
08:44,1688626800,20230706050000,13.4,89.0
08:44,1688630400,20230706060000,13.7,87.2
08:44,1688634000,20230706070000,15.0,83.9
08:44,1688637600,20230706080000,17.1,75.6
08:44,1688641200,20230706090000,19.1,67.1
08:44,1688644800,20230706100000,20.5,58.1
08:44,1688648400,20230706110000,21.6,50.0
08:44,1688652000,20230706120000,22.7,45.5
08:44,1688655600,20230706130000,23.1,43.3
08:44,1688659200,20230706140000,24.0,40.4
08:44,1688662800,20230706150000,25.1,38.0
08:44,1688666400,20230706160000,25.6,33.5
08:44,1688670000,20230706170000,25.8,30.3
08:44,1688673600,20230706180000,25.7,29.9
08:44,1688677200,20230706190000,25.7,31.3
08:44,1688680800,20230706200000,24.1,42.7
08:44,1688684400,20230706210000,21.2,55.3
08:44,1688688000,20230706220000,20.0,59.6
08:44,1688691600,20230706230000,19.1,64.1
08:44,1688695200,20230707000000,17.6,70.7
08:44,1688698800,20230707010000,16.0,77.5
08:44,1688702400,20230707020000,15.6,78.6
08:44,1688706000,20230707030000,15.2,79.7
08:44,1688709600,20230707040000,14.7,81.1
08:44,1688713200,20230707050000,14.0,82.6
08:44,1688716800,20230707060000,14.1,83.1
08:44,1688720400,20230707070000,16.2,77.2
08:44,1688724000,20230707080000,18.9,66.3
08:44,1688727600,20230707090000,20.3,62.2
08:44,1688731200,20230707100000,22.3,55.2
08:44,1688734800,20230707110000,24.4,51.4
08:44,1688738400,20230707120000,26.2,46.0
08:44,1688742000,20230707130000,27.6,38.3
08:44,1688745600,20230707140000,28.8,34.2
08:44,1688749200,20230707150000,29.8,31.2
08:44,1688752800,20230707160000,30.4,28.7
08:44,1688756400,20230707170000,30.6,27.5
08:44,1688760000,20230707180000,30.4,27.4
08:44,1688763600,20230707190000,29.9,29.1
08:44,1688767200,20230707200000,28.4,31.0
08:44,1688770800,20230707210000,25.6,41.6
08:44,1688774400,20230707220000,23.4,48.9
08:44,1688778000,20230707230000,22.6,52.2
08:44,1688781600,20230708000000,21.9,54.1
08:44,1688785200,20230708010000,20.9,57.0
08:44,1688788800,20230708020000,21.2,57.6
08:44,1688792400,20230708030000,19.0,79.1
08:44,1688796000,20230708040000,18.4,83.8
08:44,1688799600,20230708050000,18.6,79.8
08:44,1688803200,20230708060000,19.5,71.2
08:44,1688806800,20230708070000,18.4,78.1
08:44,1688810400,20230708080000,18.8,79.2
08:44,1688814000,20230708090000,19.7,75.3
08:44,1688817600,20230708100000,21.1,67.8
08:44,1688821200,20230708110000,23.4,58.2
08:44,1688824800,20230708120000,25.0,50.8
08:44,1688828400,20230708130000,23.7,64.9
08:44,1688832000,20230708140000,24.8,60.7
08:44,1688835600,20230708150000,26.4,52.6
08:44,1688839200,20230708160000,28.2,43.7
08:44,1688842800,20230708170000,28.9,37.2
08:44,1688846400,20230708180000,29.1,38.0
08:44,1688850000,20230708190000,29.1,36.5
08:44,1688853600,20230708200000,27.0,48.8
08:44,1688857200,20230708210000,24.1,60.3
08:44,1688860800,20230708220000,22.5,63.3
08:44,1688864400,20230708230000,21.4,68.4
08:44,1688868000,20230709000000,20.6,72.3
08:44,1688871600,20230709010000,19.7,74.5
08:44,1688875200,20230709020000,18.8,77.3
08:44,1688878800,20230709030000,18.1,78.9
08:44,1688882400,20230709040000,17.6,80.5
08:44,1688886000,20230709050000,16.9,82.6
08:44,1688889600,20230709060000,17.0,82.9
08:44,1688893200,20230709070000,18.4,78.7
08:44,1688896800,20230709080000,21.9,66.0
08:44,1688900400,20230709090000,24.1,59.5
08:44,1688904000,20230709100000,26.0,53.9
08:44,1688907600,20230709110000,28.4,47.8
08:44,1688911200,20230709120000,30.1,40.9
08:44,1688914800,20230709130000,31.5,34.9
08:44,1688918400,20230709140000,32.6,31.4
08:44,1688922000,20230709150000,33.4,27.1
08:44,1688925600,20230709160000,34.1,21.6
08:44,1688929200,20230709170000,34.4,22.0
08:44,1688932800,20230709180000,34.5,23.0
08:44,1688936400,20230709190000,32.4,34.3
08:44,1688940000,20230709200000,29.4,47.8
08:44,1688943600,20230709210000,26.3,53.8
08:44,1688947200,20230709220000,24.5,57.7
08:44,1688950800,20230709230000,22.7,65.4
08:44,1688954400,20230710000000,22.4,65.5
08:44,1688958000,20230710010000,22.0,64.3
08:44,1688961600,20230710020000,21.4,65.5
08:44,1688965200,20230710030000,20.9,64.7
08:44,1688968800,20230710040000,20.4,64.7
08:44,1688972400,20230710050000,20.2,65.9
08:44,1688976000,20230710060000,20.0,66.1
08:44,1688979600,20230710070000,20.8,67.7
08:44,1688983200,20230710080000,20.4,86.3
